time,open,high,low,close,tick_volume,spread,real_volume
2025-03-11 02:41:00,1.08542,1.08554,1.08542,1.08551,22,0,0
2025-03-11 02:42:00,1.0855,1.08551,1.08547,1.0855,18,0,0
2025-03-11 02:43:00,1.0855,1.0855,1.0853,1.0853,28,0,0
2025-03-11 02:44:00,1.0853,1.0853,1.08519,1.08525,26,0,0
2025-03-11 02:45:00,1.08525,1.08525,1.08513,1.08517,25,0,0
2025-03-11 02:46:00,1.08517,1.08532,1.08516,1.08527,31,0,0
2025-03-11 02:47:00,1.08527,1.0853,1.08521,1.08523,24,0,0
2025-03-11 02:48:00,1.08522,1.08525,1.085,1.08504,33,0,0
2025-03-11 02:49:00,1.08504,1.08513,1.08504,1.08511,22,0,0
2025-03-11 02:50:00,1.08511,1.08525,1.08511,1.08525,26,0,0
2025-03-11 02:51:00,1.08525,1.08537,1.08522,1.0853,32,0,0
2025-03-11 02:52:00,1.0853,1.08542,1.08525,1.08539,33,0,0
2025-03-11 02:53:00,1.0854,1.08546,1.08539,1.08544,22,0,0
2025-03-11 02:54:00,1.08544,1.0856,1.08544,1.08559,30,0,0
2025-03-11 02:55:00,1.08559,1.08568,1.08554,1.08566,28,0,0
2025-03-11 02:56:00,1.08565,1.08575,1.08558,1.08575,30,0,0
2025-03-11 02:57:00,1.08576,1.08584,1.08575,1.08581,32,0,0
2025-03-11 02:58:00,1.08581,1.08581,1.08567,1.08569,25,0,0
2025-03-11 02:59:00,1.08567,1.08567,1.08557,1.08559,29,0,0
2025-03-11 03:00:00,1.08559,1.08564,1.08557,1.08559,32,0,0
2025-03-11 03:01:00,1.0856,1.08579,1.0856,1.08574,59,0,0
2025-03-11 03:02:00,1.08572,1.08577,1.08568,1.08573,39,0,0
2025-03-11 03:03:00,1.08573,1.08573,1.08557,1.08562,38,0,0
2025-03-11 03:04:00,1.08561,1.08566,1.08559,1.0856,32,0,0
2025-03-11 03:05:00,1.0856,1.08565,1.08556,1.08563,25,0,0
2025-03-11 03:06:00,1.08563,1.08565,1.08559,1.08562,25,0,0
2025-03-11 03:07:00,1.08561,1.08575,1.08561,1.08575,33,0,0
2025-03-11 03:08:00,1.08575,1.08575,1.08566,1.08575,21,0,0
2025-03-11 03:09:00,1.08575,1.0858,1.0857,1.08573,28,0,0
2025-03-11 03:10:00,1.08573,1.08578,1.08573,1.08576,18,0,0
2025-03-11 03:11:00,1.08577,1.08597,1.08577,1.08597,45,0,0
2025-03-11 03:12:00,1.08596,1.08597,1.08578,1.08581,23,0,0
2025-03-11 03:13:00,1.08579,1.08587,1.08576,1.08577,30,0,0
2025-03-11 03:14:00,1.08576,1.08578,1.08567,1.08567,17,0,0
2025-03-11 03:15:00,1.08567,1.0857,1.08542,1.08549,44,0,0
2025-03-11 03:16:00,1.0855,1.0855,1.08531,1.08532,32,0,0
2025-03-11 03:17:00,1.08534,1.08537,1.0853,1.0853,28,0,0
2025-03-11 03:18:00,1.08531,1.08572,1.08498,1.08523,238,0,0
2025-03-11 03:19:00,1.08525,1.08537,1.08511,1.08531,96,0,0
