time,open,high,low,close,tick_volume,spread,real_volume
2025-01-31 18:30:00,2799.78,2799.915,2795.33,2796.586,3434,0,0
2025-01-31 18:35:00,2796.542,2801.721,2796.41,2801.169,3042,0,0
2025-01-31 18:40:00,2801.205,2803.28,2800.252,2802.205,3234,0,0
2025-01-31 18:45:00,2802.2,2802.445,2799.562,2800.56,1784,0,0
2025-01-31 18:50:00,2800.601,2801.025,2797.66,2798.731,1417,0,0
2025-01-31 18:55:00,2798.764,2799.651,2798.075,2798.97,1686,0,0
2025-01-31 19:00:00,2798.934,2799.287,2797.661,2798.151,2007,0,0
2025-01-31 19:05:00,2798.194,2799.011,2797.053,2798.206,2379,0,0
2025-01-31 19:10:00,2798.25,2801.102,2797.708,2800.913,1284,0,0
2025-01-31 19:15:00,2800.923,2801.098,2798.982,2799.713,1628,0,0
2025-01-31 19:20:00,2799.76,2801.75,2799.714,2801.6,1119,0,0
2025-01-31 19:25:00,2801.544,2801.929,2800.611,2801.838,738,0,0
2025-01-31 19:30:00,2801.875,2803.039,2800.195,2800.885,1060,0,0
2025-01-31 19:35:00,2800.817,2801.193,2799.48,2800.515,1399,0,0
2025-01-31 19:40:00,2800.477,2800.536,2796.484,2796.8,1287,0,0
2025-01-31 19:45:00,2796.797,2797.969,2795.795,2797.797,1213,0,0
2025-01-31 19:50:00,2797.867,2798.311,2796.528,2797.454,1227,0,0
2025-01-31 19:55:00,2797.487,2797.809,2795.52,2796.34,1424,0,0
2025-01-31 20:00:00,2796.383,2796.55,2794.109,2794.974,1966,0,0
2025-01-31 20:05:00,2794.922,2796.714,2794.643,2796.45,1759,0,0
2025-01-31 20:10:00,2796.57,2797.608,2796.303,2797.367,1503,0,0
2025-01-31 20:15:00,2797.319,2797.666,2795.724,2796.791,1261,0,0
2025-01-31 20:20:00,2796.85,2797.221,2796.012,2797.025,1324,0,0
2025-01-31 20:25:00,2797.01,2797.301,2796.046,2797.192,1120,0,0
2025-01-31 20:30:00,2797.155,2797.667,2796.348,2796.727,1307,0,0
2025-01-31 20:35:00,2796.663,2797.717,2796.458,2797.522,1447,0,0
2025-01-31 20:40:00,2797.476,2799.055,2796.832,2798.735,1953,0,0
2025-01-31 20:45:00,2798.767,2800.42,2798.616,2800.185,1311,0,0
2025-01-31 20:50:00,2800.172,2801.327,2799.274,2800.138,1947,0,0
2025-01-31 20:55:00,2800.089,2802.254,2799.23,2800.89,2565,0,0
2025-01-31 21:00:00,2800.865,2801.898,2799.764,2801.833,1329,0,0
2025-01-31 21:05:00,2801.849,2802.634,2800.676,2801.55,1719,0,0
2025-01-31 21:10:00,2801.562,2802.147,2800.206,2802.025,1717,0,0
2025-01-31 21:15:00,2802.05,2802.584,2801.731,2802.177,766,0,0
2025-01-31 21:20:00,2802.176,2802.645,2801.277,2801.902,747,0,0
2025-01-31 21:25:00,2801.869,2802.04,2800.633,2801.693,689,0,0
2025-01-31 21:30:00,2801.638,2801.869,2800.988,2801.417,461,0,0
2025-01-31 21:35:00,2801.36,2801.624,2798.859,2799.271,540,0,0
2025-01-31 21:40:00,2799.3,2799.89,2798.692,2799.846,616,0,0
2025-01-31 21:45:00,2799.798,2801.217,2799.739,2801.086,427,0,0
2025-01-31 21:50:00,2801.125,2802.285,2800.546,2800.893,520,0,0
2025-01-31 21:55:00,2800.926,2800.926,2798.736,2799.428,722,0,0
2025-02-02 23:05:00,2801.098,2804.02,2798.57,2802.685,3459,0,0
2025-02-02 23:10:00,2802.596,2804.733,2799.798,2802.361,4325,0,0
2025-02-02 23:15:00,2802.461,2803.231,2799.665,2800.61,3864,0,0
2025-02-02 23:20:00,2800.624,2800.751,2790.558,2793.107,4284,0,0
2025-02-02 23:25:00,2793.141,2794.033,2789.379,2792.368,3496,0,0
2025-02-02 23:30:00,2792.44,2792.668,2786.934,2789.794,4511,0,0
2025-02-02 23:35:00,2789.628,2791.087,2784.372,2786.628,3647,0,0
2025-02-02 23:40:00,2786.679,2793.906,2786.471,2792.683,3647,0,0
2025-02-02 23:45:00,2792.675,2793.451,2789.437,2792.768,1986,0,0
2025-02-02 23:50:00,2792.79,2795.266,2791.96,2794.058,2485,0,0
2025-02-02 23:55:00,2794.107,2795.199,2792.233,2793.789,1220,0,0
2025-02-03 00:00:00,2793.806,2795.641,2792.934,2794.098,2221,0,0
2025-02-03 00:05:00,2794.045,2796.578,2792.156,2793.699,2592,0,0
2025-02-03 00:10:00,2793.775,2794.531,2792.044,2793.915,1657,0,0
2025-02-03 00:15:00,2793.899,2795.746,2793.297,2795.236,1145,0,0
2025-02-03 00:20:00,2795.207,2795.207,2790.339,2791.216,2234,0,0
2025-02-03 00:25:00,2791.175,2794.473,2791.019,2794.098,1362,0,0
2025-02-03 00:30:00,2794.095,2794.533,2792.12,2793.692,1191,0,0
2025-02-03 00:35:00,2793.677,2796.092,2793.139,2793.761,1300,0,0
